代码	名称	涨幅%%	现价	涨跌	买价	卖价	总量	现量	涨速%%	换手%%	
600775	南京熊猫	-1.01	12.74	-0.13	12.74	12.75	101530	74	0.07	          1.60	
600776	东方通信	3.14	8.22	0.25	8.22	8.23	213028	25	0.85	          2.23	
600777	新潮实业	3.12	12.89	0.39	12.87	12.88	215003	166	0.00	          3.44	
600778	友好集团	-0.44	9.05	-0.04	9.05	9.06	57045	29	0.22	          1.83	
600779	*ST水井	-1.05	10.39	-0.11	10.39	10.41	37368	12	0.28	          0.76	
600780	通宝能源	0.19	5.25	0.01	5.24	5.25	45233	10	0.38	          0.39	
600781	辅仁药业	-0.65	18.25	-0.12	18.29	18.30	40131	195	-0.10	          2.26	
600782	新钢股份	1.12	4.53	0.05	4.51	4.52	94307	1	0.89	          0.68	
600783	鲁信创投	3.92	27.30	1.03	27.27	27.28	230839	19	0.33	          3.10	
600784	鲁银投资	0.52	7.79	0.04	7.78	7.79	184818	184	0.77	          3.72	
600785	新华百货	2.32	25.16	0.57	25.15	25.18	20366	15	1.12	          0.98	
600787	中储股份	2.38	8.19	0.19	8.18	8.19	199818	30	0.61	          1.07	
600789	鲁抗医药	-0.95	10.46	-0.10	10.45	10.46	277570	128	0.00	          4.77	
600790	轻纺城	2.07	5.92	0.12	5.91	5.92	205848	5	0.16	          1.97	
600791	京能置业	-0.44	6.78	-0.03	6.78	6.79	63160	32	0.44	          1.40	
600792	云煤能源	-0.38	5.26	-0.02	5.25	5.26	44550	1	0.38	          0.47	
600793	ST宜纸	-0.95	25.13	-0.24	25.16	25.17	14188	12	-0.07	          1.35	
600794	保税科技	-0.38	5.31	-0.02	5.31	5.32	118649	45	0.56	          1.08	
600795	国电电力	-0.99	3.01	-0.03	3.00	3.01	652357	200	0.33	          0.33	
600796	钱江生化	0.44	9.08	0.04	9.08	9.09	52848	3	0.22	          1.75	
600797	浙大网新	0.30	9.88	0.03	9.88	9.89	421370	21	0.20	          5.13	
600798	宁波海运	3.42	6.96	0.23	6.99	7.00	1475450	254	2.20	         14.31	
600800	天津磁卡	-1.49	7.29	-0.11	7.30	7.31	176154	100	0.00	          2.89	
600801	华新水泥	-1.34	6.63	-0.09	6.62	6.63	107943	56	0.00	          1.11	
600802	福建水泥	0.13	7.52	0.01	7.52	7.53	59006	2	-0.13	          1.55	
600803	新奥股份	0.00	11.93	0.00	11.91	11.93	26593	35	-0.25	          0.49	
600804	鹏博士	5.16	20.16	0.99	20.17	20.18	477071	44	0.44	          3.50	
600805	悦达投资	-0.36	8.31	-0.03	8.30	8.31	108020	69	0.24	          1.27	
600806	昆明机床	-4.72	12.91	-0.64	12.92	12.93	701328	530	0.07	         17.97	
600807	天业股份	-0.59	11.75	-0.07	11.74	11.75	203191	9	0.17	          4.13	
600808	马钢股份	-0.77	2.58	-0.02	2.57	2.58	242520	349	0.38	          0.41	
600809	山西汾酒	-0.62	16.07	-0.10	16.07	16.10	21274	37	0.43	          0.25	
600810	神马股份	1.73	7.07	0.12	7.06	7.07	45067	10	0.42	          1.02	
600811	东方集团	-0.62	6.46	-0.04	6.45	6.46	106001	63	0.15	          0.64	
600812	华北制药	0.00	7.26	0.00	7.26	7.27	82367	633	-0.13	          0.60	
600814	杭州解百	1.00	9.05	0.09	9.04	9.05	42019	2	0.11	          1.35	
600815	厦工股份	0.61	6.55	0.04	6.56	6.57	117361	5	0.30	          1.22	
600816	安信信托	-0.06	16.15	-0.01	16.15	16.16	93170	4	0.31	          0.82	
600817	ST宏盛	0.00	15.38	0.00	--  	--  	0	0	0.00	          0.00	
600818	中路股份	0.63	40.01	0.25	39.98	40.01	38877	13	0.15	          1.63	
600819	耀皮玻璃	0.56	7.20	0.04	7.20	7.21	357548	34	0.27	          5.32	
600820	隧道股份	1.08	8.40	0.09	8.40	8.41	340166	94	0.11	          1.08	
600821	津劝业	-0.54	7.38	-0.04	7.38	7.39	67475	15	0.13	          1.62	
600822	上海物贸	-0.72	13.80	-0.10	13.80	13.81	95925	11	0.36	          2.42	
600823	世茂股份	-0.53	9.37	-0.05	9.37	9.38	44726	320	-0.10	          0.25	
600824	益民集团	-1.03	6.74	-0.07	6.74	6.75	116752	151	0.14	          1.11	
600825	新华传媒	-0.78	8.85	-0.07	8.84	8.85	127733	40	0.22	          1.22	
600826	兰生股份	0.98	27.87	0.27	27.86	27.87	58827	7	-0.03	          1.40	
600827	百联股份	1.29	14.13	0.18	14.12	14.13	140366	26	0.00	          0.91	
600828	成商集团	0.00	8.09	0.00	--  	--  	0	0	0.00	          0.00	
600829	人民同泰	-0.76	11.74	-0.09	11.74	11.75	22661	100	0.34	          0.39	
600830	香溢融通	0.74	9.48	0.07	9.46	9.49	100873	428	0.42	          2.22	
600831	广电网络	0.08	12.84	0.01	12.83	12.84	183529	400	0.62	          3.26	
600833	第一医药	-2.11	16.25	-0.35	16.36	16.37	39783	6	-0.12	          1.78	
600834	申通地铁	-0.48	14.42	-0.07	14.42	14.43	45533	27	0.13	          0.95	
600835	上海机电	-0.44	22.50	-0.10	22.48	22.49	37205	5	0.08	          0.46	
600836	界龙实业	-0.59	23.78	-0.14	23.77	23.78	70132	23	0.29	          2.24	
600837	海通证券	1.50	12.87	0.19	12.89	12.90	544575	14	0.39	          0.67	
600838	上海九百	-2.17	13.09	-0.29	13.11	13.12	223001	18	-0.07	          5.56	
600839	四川长虹	5.53	4.01	0.21	4.01	4.02	1849356	133	0.00	          4.01	
600841	上柴股份	9.97	14.01	1.27	14.01	--  	154170	10	0.00	          2.95	
600843	上工申贝	0.00	13.71	0.00	--  	--  	0	0	0.00	          0.00	
600844	丹化科技	-2.03	6.28	-0.13	6.28	6.29	78659	27	0.15	          1.34	
600845	宝信软件	2.52	44.83	1.10	44.77	44.78	12925	13	0.04	          0.55	
600846	同济科技	-0.61	9.79	-0.06	9.78	9.79	487786	203	0.82	          7.81	
600847	万里股份	0.00	33.09	0.00	--  	--  	0	0	0.00	          0.00	
600848	上海临港	0.75	16.09	0.12	16.08	16.09	29236	5	0.49	          1.00	
600850	华东电脑	0.74	39.31	0.29	39.29	39.30	12573	4	0.69	          0.39	
600851	海欣股份	-1.29	13.02	-0.17	13.00	13.01	98822	25	0.00	          1.34	
600853	龙建股份	1.13	5.37	0.06	5.36	5.37	53530	5	0.37	          1.00	
600854	春兰股份	0.00	6.30	0.00	6.28	6.29	38355	150	0.31	          0.74	
600855	航天长峰	1.06	33.41	0.35	33.35	33.42	86654	52	0.14	          2.62	
600856	中天能源	5.85	21.71	1.20	21.68	21.69	146035	10	0.97	          6.22	
600857	宁波中百	0.65	14.02	0.09	14.02	14.03	23784	88	0.07	          1.06	
600858	银座股份	0.36	8.31	0.03	8.32	8.33	28896	98	0.36	          0.56	
600859	王府井	0.34	20.37	0.07	20.37	20.38	32518	60	0.34	          0.70	
600860	京城股份	4.88	10.32	0.48	10.34	10.35	147849	36	0.29	          4.59	
600861	北京城乡	0.50	13.95	0.07	13.94	13.95	30824	104	0.28	          0.97	
600862	南通科技	0.56	14.36	0.08	14.32	14.33	85935	4	0.48	          1.35	
600863	内蒙华电	0.00	3.39	0.00	3.39	3.40	151552	42	0.00	          0.26	
600864	哈投股份	1.15	12.35	0.14	12.35	12.36	218073	7	0.73	          3.99	
600865	百大集团	0.00	13.02	0.00	13.03	13.04	79693	4	0.15	          2.12	
600866	星湖科技	2.81	5.85	0.16	5.85	5.86	125464	65	0.17	          2.28	
600867	通化东宝	-0.90	25.21	-0.23	25.18	25.20	40648	40	-0.15	          0.36	
600868	梅雁吉祥	0.17	5.73	0.01	5.73	5.74	1087302	788	0.17	          5.73	
600869	智慧能源	2.55	6.83	0.17	6.81	6.82	115125	33	1.33	          0.58	
600870	*ST厦华	-0.97	7.13	-0.07	7.13	7.14	61898	10	-0.14	          1.18	
600871	石化油服	-0.45	6.57	-0.03	6.57	6.58	218869	84	0.15	          4.86	
600872	中炬高新	1.30	12.51	0.16	12.51	12.52	138559	56	0.32	          1.74	
600873	梅花生物	0.00	9.14	0.00	--  	--  	0	0	0.00	          0.00	
600874	创业环保	0.71	8.57	0.06	8.56	8.57	128045	29	0.11	          1.18	
600875	东方电气	-0.09	10.91	-0.01	10.90	10.91	130938	44	0.36	          0.66	
600876	洛阳玻璃	-0.84	34.27	-0.29	34.25	34.26	354904	364	0.02	         14.20	
600877	中国嘉陵	-1.26	7.05	-0.09	7.03	7.04	251465	73	0.28	          3.66	
600879	航天电子	2.31	14.62	0.33	14.60	14.64	293130	275	0.55	          2.82	
600880	博瑞传播	-0.29	10.15	-0.03	10.14	10.16	886828	174	-0.09	         12.11	
600881	亚泰集团	-0.94	5.26	-0.05	5.25	5.26	285414	14	0.38	          1.51	
600882	华联矿业	-1.80	8.72	-0.16	8.72	8.73	38143	1	0.46	          0.96	
600883	博闻科技	-0.14	13.85	-0.02	13.85	13.87	20480	5	0.36	          0.87	
600884	杉杉股份	-0.62	25.82	-0.16	25.83	25.86	104840	200	0.00	          2.55	
600885	宏发股份	-1.20	22.25	-0.27	22.15	22.20	36232	131	0.27	          0.68	
600886	国投电力	-1.25	6.32	-0.08	6.31	6.32	533646	367	0.15	          0.79	
600887	伊利股份	-0.59	13.55	-0.08	13.55	13.56	204264	11	0.14	          0.34	
600888	新疆众和	0.15	6.79	0.01	6.78	6.79	73107	20	0.29	          1.14	
600889	南京化纤	-1.40	11.98	-0.17	11.98	11.99	99129	27	0.16	          3.23	
600890	中房股份	0.00	7.63	0.00	--  	--  	0	0	0.00	          0.00	
600891	秋林集团	-1.05	7.52	-0.08	7.51	7.52	64202	46	0.26	          1.98	
600892	宝诚股份	-1.66	53.28	-0.90	53.26	53.28	5062	3	-0.07	          0.81	
600893	中航动力	1.32	39.13	0.51	39.13	39.14	160298	4	-0.02	          1.17	
600894	广日股份	0.00	14.94	0.00	14.93	14.94	68628	65	0.20	          0.80	
600895	张江高科	1.03	20.69	0.21	20.69	20.71	259317	141	0.43	          1.67	
600896	中海海盛	-1.46	12.78	-0.19	12.78	12.80	73494	200	0.07	          1.26	
600897	厦门空港	0.05	19.06	0.01	19.06	19.07	12800	14	0.00	          0.43	
600898	三联商社	1.05	16.29	0.17	16.28	16.29	205696	85	0.12	          8.15	
600900	长江电力	-0.82	12.08	-0.10	12.07	12.08	168604	39	0.00	          0.17	
600917	重庆燃气	0.10	9.62	0.01	9.62	9.63	34270	20	0.10	          2.20	
600958	东方证券	-0.50	17.85	-0.09	17.86	17.87	207270	28	0.28	          2.07	
600959	江苏有线	0.07	15.20	0.01	15.21	15.22	113680	272	0.13	          1.90	
600960	渤海活塞	0.00	10.90	0.00	--  	--  	0	0	0.00	          0.00	
600961	株冶集团	0.27	11.05	0.03	11.04	11.05	39355	119	0.27	          0.75	
600962	*ST中鲁	-0.62	14.42	-0.09	14.41	14.42	31563	33	0.00	          1.24	
600963	岳阳林纸	-0.52	5.69	-0.03	5.68	5.70	133049	10	0.17	          1.28	
600965	福成五丰	0.72	13.97	0.10	13.97	14.00	34969	300	0.21	          0.92	
600966	博汇纸业	-0.89	3.35	-0.03	3.35	3.36	216245	111	0.00	          1.62	
600967	北方创业	-0.77	11.53	-0.09	11.53	11.54	148288	10	0.08	          1.80	
600969	郴电国际	1.57	14.86	0.23	14.86	14.88	33875	852	0.33	          1.28	
600970	中材国际	3.16	10.46	0.32	10.46	10.47	241106	84	0.19	          2.21	
600971	恒源煤电	-0.39	5.05	-0.02	5.05	5.06	64680	1	0.19	          0.65	
600973	宝胜股份	-0.59	11.72	-0.07	11.72	11.73	73416	5	0.17	          1.77	
600975	新五丰	-0.61	11.38	-0.07	11.37	11.38	69143	19	0.70	          2.95	
600976	健民集团	0.15	26.80	0.04	26.78	26.80	14228	5	0.37	          0.93	
600978	宜华木业	-2.18	12.54	-0.28	12.53	12.54	862360	99	0.23	          5.82	
600979	广安爱众	-0.17	5.99	-0.01	5.98	5.99	48615	43	0.67	          0.68	
600980	北矿磁材	0.30	19.76	0.06	19.74	19.75	35311	38	0.05	          2.72	
600981	汇鸿集团	0.32	9.30	0.03	9.30	9.31	47629	50	0.00	          1.97	
600982	宁波热电	0.00	7.54	0.00	--  	--  	0	0	0.00	          0.00	
600983	惠而浦	1.80	10.17	0.18	10.18	10.19	42164	258	0.49	          0.79	
600984	*ST建机	0.35	8.54	0.03	8.53	8.54	16010	5	0.23	          1.13	
600985	雷鸣科化	-0.29	10.28	-0.03	10.28	10.29	43543	9	-0.29	          1.66	
600986	科达股份	0.00	21.00	0.00	--  	--  	0	0	0.00	          0.00	
600987	航民股份	0.48	10.50	0.05	10.50	10.51	56698	1	0.09	          0.89	
600988	赤峰黄金	-1.70	13.33	-0.23	13.34	13.35	267918	6	-0.14	          4.39	
600990	四创电子	0.00	62.75	0.00	--  	--  	0	0	0.00	          0.00	
600992	贵绳股份	1.19	11.90	0.14	11.88	11.90	27170	5	0.16	          1.11	
600993	马应龙	-0.06	16.48	-0.01	16.48	16.49	67359	8	0.06	          1.57	
600995	文山电力	0.58	8.67	0.05	8.67	8.68	87566	403	0.34	          1.83	
600997	开滦股份	0.00	4.82	0.00	4.81	4.82	64819	5	0.00	          0.52	
600998	九州通	0.55	18.41	0.10	18.42	18.44	110077	1	0.16	          0.77	
600999	招商证券	0.26	15.14	0.04	15.16	15.18	192666	204	0.06	          0.40	
601000	唐山港	1.68	7.85	0.13	7.84	7.85	180145	802	0.12	          0.89	
601001	大同煤业	0.00	5.14	0.00	5.14	5.15	195478	50	-0.19	          1.17	
601002	晋亿实业	1.40	8.72	0.12	8.71	8.72	147290	198	-0.11	          1.99	
601003	柳钢股份	-1.23	3.21	-0.04	3.21	3.22	138225	18	-0.31	          0.54	
601005	重庆钢铁	-0.38	2.63	-0.01	2.63	2.64	309715	16	-0.37	          1.63	
601006	大秦铁路	-0.29	6.83	-0.02	6.83	6.84	344640	24	0.14	          0.23	
601007	金陵饭店	2.30	11.99	0.27	11.99	12.00	70169	2	0.25	          2.34	
601008	连云港	-0.20	5.10	-0.01	5.08	5.09	71618	5	0.39	          0.88	
601009	南京银行	-1.25	15.04	-0.19	15.04	15.05	124207	138	0.26	          0.42	
601010	文峰股份	0.85	5.96	0.05	5.96	5.97	233498	110	-0.33	          1.26	
601011	宝泰隆	-1.81	5.96	-0.11	5.95	5.97	1240876	590	0.33	          9.48	
601012	隆基股份	1.89	11.30	0.21	11.30	11.31	230130	48	0.00	          1.42	
601015	陕西黑猫	4.04	9.28	0.36	9.27	9.28	125495	2	-0.10	          4.24	
601016	节能风电	4.24	12.53	0.51	12.52	12.53	264893	19	-0.07	          3.24	
601018	宁波港	0.00	8.16	0.00	--  	--  	0	0	0.00	          0.00	
601021	春秋航空	-1.72	51.52	-0.90	51.52	51.53	32349	7	0.07	          1.62	
601028	玉龙股份	-0.15	6.84	-0.01	6.83	6.84	72587	1	0.29	          0.93	
601038	一拖股份	-0.19	10.58	-0.02	10.58	10.59	102399	135	0.28	          1.72	
601058	赛轮金宇	-0.44	6.78	-0.03	6.77	6.78	108989	16	0.29	          1.08	
601069	西部黄金	-2.07	21.29	-0.45	21.30	21.32	171316	6	0.61	          9.03	
601088	中国神华	-0.59	13.39	-0.08	13.38	13.39	95579	9	0.14	          0.06	
601098	中南传媒	-1.62	18.79	-0.31	18.78	18.81	38177	2	0.05	          0.21	
601099	太平洋	0.47	6.48	0.03	6.48	6.49	880426	274	0.15	          2.04	
601100	恒立液压	-1.15	11.18	-0.13	11.19	11.20	31031	2	-0.08	          1.25	
601101	昊华能源	1.20	6.73	0.08	6.73	6.74	103214	115	0.00	          0.86	
601106	中国一重	-0.51	5.84	-0.03	5.85	5.86	482473	29	0.17	          0.74	
601107	四川成渝	-0.72	4.16	-0.03	4.16	4.17	120073	75	0.24	          0.56	
601111	中国国航	-1.43	6.88	-0.10	6.88	6.89	203647	15	0.00	          0.24	
601113	华鼎股份	3.72	8.65	0.31	8.66	8.67	33233	41	1.05	          0.52	
601116	三江购物	2.62	9.78	0.25	9.76	9.78	36753	50	0.30	          0.91	
601117	中国化学	0.70	5.74	0.04	5.73	5.74	198223	294	0.00	          0.40	
601118	海南橡胶	-1.09	5.42	-0.06	5.42	5.43	262114	91	0.18	          0.67	
601126	四方股份	0.10	9.83	0.01	9.82	9.83	54021	10	0.20	          0.66	
601137	博威合金	0.00	24.85	0.00	--  	--  	0	0	0.00	          0.00	
601139	深圳燃气	-1.12	7.93	-0.09	7.93	7.94	26364	53	0.00	          0.12	
601155	新城控股	-2.29	14.52	-0.34	14.52	14.53	513217	215	0.13	          9.65	
601158	重庆水务	-0.15	6.87	-0.01	6.86	6.87	61885	45	0.00	          0.13	
601166	兴业银行	-0.62	14.43	-0.09	14.42	14.43	300470	68	0.13	          0.16	
601168	西部矿业	0.00	5.98	0.00	--  	--  	0	0	0.00	          0.00	
601169	北京银行	-2.21	9.29	-0.21	9.29	9.30	446328	24	0.00	          0.35	
601177	杭齿前进	-0.32	9.29	-0.03	9.29	9.30	53795	68	0.54	          1.34	
601179	中国西电	0.19	5.40	0.01	5.39	5.40	86383	10	0.00	          0.20	
601186	中国铁建	0.00	10.36	0.00	10.37	10.38	206258	92	0.19	          0.20	
601188	龙江交通	-0.71	4.19	-0.03	4.20	4.21	74906	20	-0.23	          0.62	
601198	东兴证券	1.79	22.78	0.40	22.83	22.85	451207	511	0.70	          9.02	
601199	江南水务	-0.13	15.02	-0.02	15.01	15.02	19713	14	0.13	          0.42	
601208	东材科技	0.55	7.26	0.04	7.26	7.27	53874	4	0.00	          0.87	
601211	国泰君安	-0.17	17.54	-0.03	17.54	17.55	235326	100	0.11	          1.54	
601216	君正集团	-0.66	7.57	-0.05	7.57	7.58	203945	125	0.39	          0.55	
601218	吉鑫科技	0.19	5.29	0.01	5.29	5.30	98860	49	0.00	          1.00	
601222	林洋能源	2.92	31.70	0.90	31.70	31.72	27238	10	0.47	          0.77	
601225	陕西煤业	0.00	4.10	0.00	4.09	4.10	151005	100	0.73	          0.56	
601226	华电重工	-0.31	9.59	-0.03	9.59	9.60	39587	32	0.41	          1.08	
601231	环旭电子	-0.38	10.60	-0.04	10.59	10.60	56895	17	0.09	          0.26	
601233	桐昆股份	0.25	11.96	0.03	11.95	11.97	77514	33	0.16	          0.80	
601238	广汽集团	-0.38	21.21	-0.08	21.23	21.24	10806	5	-0.14	          0.03	
601258	庞大集团	0.00	2.98	0.00	2.97	2.98	552728	115	0.67	          0.85	
601288	农业银行	-0.67	2.95	-0.02	2.95	2.96	1223878	21	-0.33	          0.04	
601311	骆驼股份	-0.51	15.70	-0.08	15.72	15.73	53492	12	0.06	          0.63	
601313	江南嘉捷	-0.25	11.97	-0.03	11.97	11.98	27675	45	0.00	          0.71	
601318	中国平安	0.03	29.92	0.01	29.90	29.91	260922	53	0.03	          0.24	
601328	交通银行	0.19	5.28	0.01	5.28	5.29	600556	104	0.00	          0.15	
601333	广深铁路	1.02	3.97	0.04	3.96	3.97	187314	54	0.50	          0.33	
601336	新华保险	0.24	37.85	0.09	37.83	37.84	94804	3	0.23	          0.45	
601339	百隆东方	0.34	5.82	0.02	5.81	5.82	39452	342	0.00	          0.26	
601368	绿城水务	1.83	13.35	0.24	13.35	13.36	53486	5	0.07	          3.64	
601369	陕鼓动力	0.31	6.48	0.02	6.47	6.48	62656	30	0.62	          0.38	
601377	兴业证券	0.61	8.30	0.05	8.30	8.31	645650	19	0.00	          0.96	
601388	怡球资源	7.78	25.21	1.82	24.99	25.00	452710	105	0.83	          8.49	
601390	中国中铁	-0.13	7.97	-0.01	7.97	7.98	450791	69	0.25	          0.26	
601398	工商银行	-0.99	4.02	-0.04	4.03	4.04	940799	118	-0.24	          0.03	
601515	东风股份	-0.44	11.34	-0.05	11.34	11.35	37544	1	-0.08	          0.34	
601518	吉林高速	-0.26	3.89	-0.01	3.88	3.89	57936	20	1.03	          0.48	
601519	大智慧	0.00	9.51	0.00	9.49	9.50	300948	182	0.10	          1.51	
601555	东吴证券	0.54	11.26	0.06	11.26	11.27	322269	52	0.17	          1.24	
601558	华锐风电	-0.63	3.14	-0.02	3.13	3.14	780971	720	0.64	          3.56	
601566	九牧王	-0.25	15.83	-0.04	15.80	15.82	15506	30	0.12	          0.27	
601567	三星医疗	0.08	12.61	0.01	12.60	12.61	55931	31	-0.47	          0.55	
601579	会稽山	0.28	10.90	0.03	10.90	10.91	13792	23	0.27	          0.56	
601588	北辰实业	0.00	4.16	0.00	4.16	4.17	124382	65	0.24	          0.47	
601599	鹿港科技	3.01	18.84	0.55	18.82	18.83	130576	172	0.10	          3.72	
601600	中国铝业	0.72	4.20	0.03	4.20	4.21	819952	228	0.23	          0.86	
601601	中国太保	-0.60	23.35	-0.14	23.35	23.36	58430	7	0.00	          0.09	
601607	上海医药	0.43	16.27	0.07	16.27	16.28	61323	19	0.06	          0.32	
601608	中信重工	-0.20	5.09	-0.01	5.08	5.09	187395	27	0.39	          0.46	
601616	广电电气	-2.08	6.59	-0.14	6.59	6.60	150337	41	0.45	          1.61	
601618	中国中冶	-0.46	4.37	-0.02	4.36	4.37	1044496	502	0.22	          0.64	
601628	中国人寿	-0.44	20.18	-0.09	20.17	20.18	87906	217	-0.14	          0.04	
601633	长城汽车	0.83	8.54	0.07	8.54	8.55	152657	37	0.11	          0.25	
601636	旗滨集团	0.74	4.07	0.03	4.06	4.07	287181	32	0.00	          1.40	
601666	平煤股份	-0.73	4.07	-0.03	4.07	4.08	122161	84	0.24	          0.52	
601668	中国建筑	-0.75	5.29	-0.04	5.29	5.30	871472	60	0.18	          0.29	
601669	中国电建	0.15	6.61	0.01	6.61	6.62	298449	113	0.00	          0.90	
601677	明泰铝业	0.23	13.11	0.03	13.11	13.12	27207	10	0.15	          0.67	
601678	滨化股份	-0.62	6.44	-0.04	6.43	6.44	123657	24	-0.15	          1.25	
601688	华泰证券	1.18	15.49	0.18	15.50	15.51	395203	606	-0.12	          0.73	
601689	拓普集团	3.16	21.22	0.65	21.22	21.24	181633	7	0.28	         14.07	
601699	潞安环能	-0.14	6.94	-0.01	6.94	6.95	464041	14	-0.14	          1.55	
601700	风范股份	0.00	6.91	0.00	--  	--  	0	0	0.00	          0.00	
601717	郑煤机	0.00	7.52	0.00	--  	--  	0	0	0.00	          0.00	
601718	际华集团	0.12	8.13	0.01	8.14	8.15	469820	5	0.12	          1.22	
601727	上海电气	-0.85	8.18	-0.07	8.17	8.18	251461	81	0.24	          0.26	
601766	中国中车	-0.20	10.03	-0.02	10.03	10.04	477128	46	0.09	          0.21	
601777	力帆股份	-0.09	10.79	-0.01	10.78	10.79	381114	151	-0.18	          3.08	
601788	光大证券	0.18	16.64	0.03	16.63	16.64	267623	42	0.30	          0.78	
601789	宁波建工	3.80	10.11	0.37	10.12	10.13	233201	25	0.09	          4.78	
601798	蓝科高新	0.54	11.27	0.06	11.27	11.28	41350	7	0.17	          1.17	
601799	星宇股份	0.87	29.00	0.25	29.00	29.03	13035	10	0.17	          0.54	
601800	中国交建	-0.34	11.59	-0.04	11.57	11.61	217707	20	-0.08	          0.19	
601801	皖新传媒	0.00	24.66	0.00	24.65	24.68	22738	1	0.44	          0.25	
601808	中海油服	-1.36	13.03	-0.18	13.03	13.04	62976	7	0.38	          0.21	
601818	光大银行	-0.56	3.55	-0.02	3.54	3.55	675172	40	0.56	          0.17	
601857	中国石油	-0.13	7.42	-0.01	7.42	7.43	301207	36	0.00	          0.02	
